Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
NE,CE,ICO,POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI,4931921000129,AVENIDA JOSEFA NOGUEIRA MONTEIRO,1681,TERREO,CENTRO,63430-000,GASOLINA,2025-07-01,6.65,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,M D PETROLEO LTDA,86956182000194,AVENIDA PRESIDENTE CASTELO BRANCO,618,,PIRAJA,63034-112,GASOLINA,2025-07-01,6.61,,R$ / litro,ALE
NE,CE,JUAZEIRO DO NORTE,JUAZEIRO PETROLEO LTDA,35228634000180,AVENIDA CASTELO BRANCO,721,0,ROMEIRÃO,63050-480,GASOLINA,2025-07-01,6.61,,R$ / litro,BRANCA
NE,CE,JUAZEIRO DO NORTE,MG DERIVADOS DE PETROLEO LTDA,3225783000108,AVENIDA AILTON GOMES,875,,PIRAJA,63020-000,GASOLINA,2025-07-01,6.6,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M T D PETROLEO LTDA,719023000150,RUA SAO PAULO,2005,,SANTA TEREZA,63050-316,GASOLINA,2025-07-01,6.62,,R$ / litro,ALE
NE,CE,LIMOEIRO DO NORTE,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,8077231000105,RUA SABINO ROBERTO DE FREITAS,2889,,CENTRO,62930-000,GASOLINA,2025-07-01,6.59,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL CHAVES DE COMBUSTIVEIS LTDA,5622375000107,RUA SABINO ROBERTO DE FREITAS,3851,,BOA FE,62930-000,GASOLINA,2025-07-01,6.37,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000230,AVENIDA DOM AURELIANO MATOS,2110,,CENTRO,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000159,AVENIDA DOM AURELIANO MATOS,1751,CENTRO,CENTRO,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2479591000157,RUA CEL. ANTONIO JOAQUIM,1060,,CENTRO,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,I. G. BEZERRA COMBUSTÃVEIS,9327257000127,AVENIDA MARECHAL CASTELO BRANCO,170,,VENEZA,63500-000,GASOLINA,2025-07-01,6.59,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000123,AVENIDA CARLOS ROBERTO COSTA,750,,AREIAS II,63508-120,GASOLINA,2025-07-01,6.54,,R$ / litro,BRANCA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000428,RUA GUILHERME DE OLIVEIRA,65,,CENTRO,63500-005,GASOLINA,2025-07-01,6.49,,R$ / litro,VIBRA
NE,CE,IGUATU,A ALEXANDRE E COMPANHIA,7014764000509,RUA CRUZEIRO DO SUL,996,,ALTO DO JUCA,63500-005,GASOLINA,2025-07-01,6.59,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA.,7356644000166,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,AUTO POSTO ICAVEL LTDA,5024942000204,RUA DEOCLECIO LIMA VERDE,37,,AREIAS,63500-005,GASOLINA,2025-07-01,6.54,,R$ / litro,BRANCA
NE,CE,IGUATU,COMERCIAL DE DERIVADOS DE PETROLEO ANTUNES ROLIM LTDA,12350931000107,AVENIDA JOAQUIM AILTON ALEXANDRE,605,,ALTO DO JUCA,63500-005,GASOLINA,2025-07-01,6.59,,R$ / litro,BRANCA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000110,RUA DR JOSE HOLANDA MONTENEGRO,21,,CENTRO,63500-005,GASOLINA,2025-07-01,6.59,,R$ / litro,SP
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA,2025-07-01,6.38,,R$ / litro,BRANCA
NE,CE,ICO,O BARATEIRO COMERCIAL DE COMBUSTIVEIS LTDA,22258301000152,RODOVIA ICO A IGUATU,0,: KM 03;,CONJUNTO GAMA,63430-000,GASOLINA,2025-07-01,6.55,,R$ / litro,BRANCA
NE,CE,IGUATU,AIRTON PALACIO DE SOUZA JUNIOR,13408058000200,RUA DOUTOR JOAO PESSOA,832,,CENTRO,63500-023,GASOLINA,2025-07-01,6.49,,R$ / litro,SP
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000194,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000506,RUA ANTONIO RIBEIRO DE CASTRO SILVA,1322,,BOM NOME,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,IGUATU,I G BEZERRA SOUSA COMBUSTIVEIS LTDA,3929849000213,RUA TREZE DE MAIO,378,,CENTRO,63500-144,GASOLINA,2025-07-01,6.49,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA,27037354000167,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,IPIRANGA
NE,CE,IGUATU,JOSE GRASUENE DE ARAUJO LTDA,25147076000256,AVENIDA ALBERICO CAVALCANTE MENDONCA,359,,ALVORADA,63507-683,GASOLINA,2025-07-01,6.49,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI,30656266000158,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,BRANCA
NE,CE,ICO,AUTO POSTO BASTOS LTDA,36081045000185,RUA PADRE JOSE ALVES DE MACEDO,1076,,ALTO DOS BASTOS,63430-000,GASOLINA,2025-07-01,6.65,,R$ / litro,BRANCA
NE,CE,ICO,AUTO POSTO DE COMBUSTIVEL GRIGORIO LTDA,34460057000195,RODOVIA CE 282 DE ICO A IGUATU,2098,KM    5,CONJUNTO GAMA,63430-000,GASOLINA,2025-07-01,6.55,,R$ / litro,VIBRA
NE,CE,ICO,FRANCISCO CHARLES LIMA NERI,5368755000329,AVENIDA NOGUEIRA ACIOLY,1345,,CENTRO,63430-000,GASOLINA,2025-07-01,6.45,,R$ / litro,BRANCA
NE,CE,ICO,A . F. DE OLIVEIRA JUNIOR,33656846000133,RUA MONSENHOR FROTA,430,,CENTRO,63430-000,GASOLINA,2025-07-01,6.69,,R$ / litro,VIBRA
NE,CE,ICO,FRANCISCO CHARLES LIMA NERI,5368755000400,RUA PREFEITO ANISIO PEQUENO SAMPAIO,420/A,,CENTRO,63430-000,GASOLINA,2025-07-01,6.45,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA,27590241000275,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,GASOLINA,2025-07-01,6.39,,R$ / litro,VIBRA
NE,CE,JUAZEIRO DO NORTE,M. T. D. F. PETROLEO LTDA,3312532000152,AVENIDA PADRE CICERO,2200,,SALESIANOS,63050-292,GASOLINA,2025-07-02,6.65,,R$ / litro,BRANCA
NE,CE,QUIXADA,CIRO GOMES MAGALHAES,41424276000346,RODOVIA CE   456  KM  01,S/N,SITIO  ITAJUBA,ZONA  URBANA,63900-002,GASOLINA,2025-07-02,6.46,,R$ / litro,RAIZEN
NE,CE,QUIXADA,POSTO MONOLITOS LTDA,5159709000158,AVENIDA PLACIDO  CASTELO,1599,,CENTRO,63900-002,GASOLINA,2025-07-02,5.89,,R$ / litro,VIBRA
NE,CE,FORTALEZA,COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA.,9336183000195,AVENIDA ALBERTO CRAVEIRO,2585,,CASTELAO,60860-000,GASOLINA,2025-07-02,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,M. LUZ COMERCIO DE COMBUSTIVEIS LTDA,8912686000107,RODOVIA BR 116,9310,LOJA 06,BARROSO,60850-015,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,G A COMERCIO DE DERIVADOS DE PETROLEO LTDA,3477535000146,AVENIDA JORNALISTA TOMAZ COELHO,410,,MESSEJANA,60842-020,GASOLINA,2025-07-02,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,H I COMERCIO DE PETROLEO LTDA,8509229000168,AVENIDA DESEMBARGADOR GONZAGA,45,,CIDADE DOS FUNCIONARIOS,60823-000,GASOLINA,2025-07-02,6.57,,R$ / litro,VIBRA
NE,CE,FORTALEZA,LM REVENDEDORA DE PETROLEO LTDA,6352771000124,AVENIDA VISCONDE DO RIO BRANCO,6450,BR 116,AEROLANDIA,60842-395,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818000388,AVENIDA CASTELO CASTRO,459,,JANGURUSSU,60866-681,GASOLINA,2025-07-02,6.37,,R$ / litro,SP
NE,CE,FORTALEZA,GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA,4436076000115,AVENIDA JORNALISTA TOMAZ COELHO,1878,,JANGURUSSU/MESSEJANA,60864-810,GASOLINA,2025-07-02,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,AUTO POSTO TIGRAO LTDA,6816300000120,RODOVIA BR 116 KM 12,2928,,PARQUE SANTA MARIA,60191-070,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003269,RUA CORONEL ERNESTO MATOS,582,,MESSEJANA,60841-810,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO SANTA CECILIA LTDA,4487745000188,AVENIDA WASHINGTON SOARES,4600,0,CIDADE DOS FUNCIONÃRIOS,60830-641,GASOLINA,2025-07-02,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5352158000306,AVENIDA ALBERTO CRAVEIRO,494,,CASTELAO,60860-000,GASOLINA,2025-07-02,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,POSTO NOVO NORDESTE LTDA,5244793000108,RUA PADRE PEDRO DE ALENCAR,626,,MESSEJANA,60840-280,GASOLINA,2025-07-02,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA,3524403000128,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA,2025-07-02,6.59,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA,2696818000973,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA,2025-07-02,6.37,,R$ / litro,SP
NE,CE,FORTALEZA,J P COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,8286434000292,RUA DOUTOR PERGENTINO MAIA,808,,MESSEJANA,60840-045,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,QUIXADA,JOAO PAULO DE MENEZES FURTADO,7148072000120,AVENIDA PRESIDENTE VARGAS,360,,PUTIU,63900-000,GASOLINA,2025-07-02,5.84,,R$ / litro,ALE
NE,CE,FORTALEZA,DP3 COMERCIAL DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,12473806000186,RUA DOUTOR JOAQUIM FROTA,1000,,JOSE DE ALENCAR,60830-132,GASOLINA,2025-07-02,6.52,,R$ / litro,BRANCA
NE,CE,FORTALEZA,MACK II  COMERCIO DE COMBUSTIVEIS LTDA,18314274000110,AVENIDA JUSCELINO KUBITSCHEK,4547,,PASSARE,60861-635,GASOLINA,2025-07-02,6.57,,R$ / litro,RAIZEN
NE,CE,QUIXADA,PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA,19828928000197,AVENIDA JOSE CAPISTRANO FILHO,S/N,KM: 98;,COHAB,63905-630,GASOLINA,2025-07-02,5.84,,R$ / litro,BRANCA
NE,CE,FORTALEZA,UIRAPURU COMÃRCIO DE COMBUSTIVEIS LTDA,20917923000110,AVENIDA ALBERTO CRAVEIRO,1973,,BOA VISTA,60861-212,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,ANJOS COMERCIO DE DERIVADOS DE PETROLEO LTDA,14496482000127,AVENIDA ALBERTO CRAVEIRO,1347,1365,BOA VISTA,60861-211,GASOLINA,2025-07-02,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SANTO ANTONIO COMERCIO DE COMBUSTIVEL E DERIVADOS DE PETROLEO LTDA,24113139000100,AVENIDA DOUTOR SILAS MUNGUBA,5555,,BOA VISTA,60861-063,GASOLINA,2025-07-02,6.37,,R$ / litro,SP
NE,CE,QUIXADA,YUDI PETROLEO LTDA,28375361000131,RUA BASILIO EMILIANO PINTO,S/N,,COMBATE,63903-415,GASOLINA,2025-07-02,6.3,,R$ / litro,IPIRANGA
NE,CE,QUIXADA,MACK IX COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589489000160,AVENIDA JUSCELINO KUBITSCHEK,1066B,,ALTO SAO FRANCISCO,63908-230,GASOLINA,2025-07-02,5.79,,R$ / litro,RAIZEN
NE,CE,QUIXADA,MACK XI COMERCIO DE DERIVADOS DE PETROLEO LTDA,29589547000156,AVENIDA JESUS MARIA JOSE,778,,CAMPO VELHO,63907-008,GASOLINA,2025-07-02,5.79,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,LVR COMERCIO DE COMBUSTIVEIS LTDA,31467375000190,RUA DOUTOR PERGENTINO MAIA,177,,MESSEJANA,60840-045,GASOLINA,2025-07-02,6.37,,R$ / litro,RAIZEN
NE,CE,ITAPIPOCA,SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,1632155000294,AVENIDA MONSENHOR TABOSA,2771,,JULHO,62505-650,GASOLINA,2025-07-03,6.74,,R$ / litro,ALE
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO V LTDA,18484953000138,RUA FRANCISCA FEITOSA,1425,,LADEIRA,62508-745,GASOLINA,2025-07-03,6.74,,R$ / litro,IPIRANGA
NE,CE,ITAPIPOCA,SAO PEDRO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA.,24873633000172,RUA MAJOR ANTONIO RODRIGUES TEIXEIRA,1390,,CRUZEIRO,62503-126,GASOLINA,2025-07-03,6.75,,R$ / litro,RAIZEN
NE,CE,ITAPIPOCA,POSTO A+ COMERCIO DE COMBUSTIVEIS LTDA,18717475000673,AVENIDA MONSENHOR TABOSA,3199,,JULHO II,62500-001,GASOLINA,2025-07-03,6.74,,R$ / litro,IPIRANGA
NE,CE,QUIXADA,MACK X COMERCIO DE DERIVADOS DE PETROLEO LTDA,29590111000187,RUA JOSE DE QUEIROZ PESSOA,4493A,,CARRASCAL,63902-247,GASOLINA,2025-07-03,5.85,,R$ / litro,RAIZEN
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO VIII LTDA,22614944000191,RUA DOM AURELIANO MATOS,559,,CENTRO,62500-004,GASOLINA,2025-07-03,6.88,,R$ / litro,BRANCA
NE,CE,SOBRAL,V.C.EMPREENDIMENTOS LTDA,3551935000235,AVENIDA JOSE EUCLIDES FERREIRA GOMES,30,POSTO FLASH,CORACAO DE JESUS,62043-070,GASOLINA,2025-07-04,6.39,,R$ / litro,RAIZEN
NE,CE,SOBRAL,ARCANJO E VASCONCELOS DISTRIBUIDORA DE COMBUSTIVEIS E LUBRIFICANTES LTDA,7204049000105,RUA TABELIAO ILDEFONSO CAVALCANTE,320,,CENTRO,62010-001,GASOLINA,2025-07-04,6.38,,R$ / litro,VIBRA
NE,CE,SOBRAL,CENTER POSTO COMERCIAL LTDA,2905892000103,AVENIDA JOSE ARIMATEIA MONTE E SILVA,425,,CAMPOS DOS VELHOS,62114-000,GASOLINA,2025-07-04,6.39,,R$ / litro,VIBRA
NE,CE,SOBRAL,V.C.EMPREENDIMENTOS LTDA,3551935000154,AVENIDA MONSENHOR JOSE ALOISIO PINTO,80,LOJA  01,DOM EXPEDITO,62050-255,GASOLINA,2025-07-04,6.39,,R$ / litro,IPIRANGA
NE,CE,SOBRAL,POSTO SAO DOMINGOS LTDA,69366128000170,AVENIDA DOUTOR GUARANI,854,,JOCELY DANTAS DE ANDRADE TORRES,62042-030,GASOLINA,2025-07-04,6.39,,R$ / litro,RAIZEN
NE,CE,SOBRAL,POSTO PRINCESA DO NORTE LTDA,1914855000190,RUA MENINO DEUS,691,,CENTRO,62010-310,GASOLINA,2025-07-04,6.38,,R$ / litro,IPIRANGA
NE,CE,SOBRAL,COMERCIAL DE COMBUSTIVEL COHAB III LTDA,18415001000162,AVENIDA MARTHA SABOIA,6670,,CIDADE PEDRO MENDES CARNEIRO,62030-685,GASOLINA,2025-07-04,6.34,,R$ / litro,VIBRA
NE,CE,SOBRAL,MASTER POSTO COMERCIO DE COMBUSTIVEIS LTDA,28335497000118,AVENIDA SENADOR JOSE ERMIRIO DE MORAES,872,,PADRE IBIAPINA,62023-120,GASOLINA,2025-07-04,6.38,,R$ / litro,VIBRA
NE,CE,FORTALEZA,POSTO FUTURO COMERCIO DE PETROLEO LTDA,7221845000318,AVENIDA SANTOS DUMONT,7700,,PAPICU,60175-047,GASOLINA,2025-07-07,6.37,,R$ / litro,SP
NE,CE,FORTALEZA,G A COMERCIO DE DERIVADOS DE PETROLEO LTDA,3477535000146,AVENIDA JORNALISTA TOMAZ COELHO,410,,MESSEJANA,60842-020,GASOLINA,2025-07-07,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA,2942117000110,RUA FREI CIRILO,3889,A,MESSEJANA,60864-190,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,H I COMERCIO DE PETROLEO LTDA,8509229000168,AVENIDA DESEMBARGADOR GONZAGA,45,,CIDADE DOS FUNCIONARIOS,60823-000,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003773,AVENIDA OLIVEIRA PAIVA,868,,CIDADE DOS FUNCIONARIOS,60822-130,GASOLINA,2025-07-07,6.57,,R$ / litro,VIBRA
NE,CE,FORTALEZA,BAJ-COMERCIAL VAREJISTA DE COMBUSTÃVEIS LTDA.,7857332000136,AVENIDA PONTES VIEIRA,1341,,DIONISIO TORRES,60130-241,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,JG COMERCIO DE PETROLEO LTDA,2135496000217,RUA ENG ANTONIO FERREIRA ANTERO,455,,COCO,60821-765,GASOLINA,2025-07-07,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,LM REVENDEDORA DE PETROLEO LTDA,6352771000124,AVENIDA VISCONDE DO RIO BRANCO,6450,BR 116,AEROLANDIA,60842-395,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO CARIOCA COMERCIO DE COMBUSTIVEIS LTDA,6203853000107,AVENIDA LUIS VIEIRA,835,,PARQUE SAO JOSE,60730-230,GASOLINA,2025-07-07,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA,4436076000115,AVENIDA JORNALISTA TOMAZ COELHO,1878,,JANGURUSSU/MESSEJANA,60864-810,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,ACOPEL - AMERICO COMERCIAL DE PETROLEO LTDA,4196165000212,AVENIDA BARÃO STUDART,2936,,ALDEODA,60120-002,GASOLINA,2025-07-07,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SUPER COMERCIO DE COMBUSTIVEIS LTDA,3720675000101,TRAVESSA PARIS,1133,QUADRA029,PAPICU,60175-690,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641001487,"RUA ENGENHEIRO ALBERTO SA, 246",S/N,,NOVA ALDEOTA,60175-395,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003188,RUA PERO COELHO,271,,CENTRO,60140-100,GASOLINA,2025-07-07,6.57,,R$ / litro,VIBRA
NE,CE,FORTALEZA,IGUATEMI DERIVADOS DE PETROLEO LTDA,7304199000190,AVENIDA SANTOS DUMONT,5259,,ALDEOTA,60150-161,GASOLINA,2025-07-07,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000596,AVENIDA BARAO DE STUDART,2255,,ALDEOTA,60120-002,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000324,AVENIDA SANTOS DUMONT,2035,0,ALDEOTA,60000-000,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000405,RUA COSTA BARROS,1515,0,ALDEOTA,60000-000,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641000839,RUA FRANCISCO MATTOS,255,,PAPICU,60176-130,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641003269,RUA CORONEL ERNESTO MATOS,582,,MESSEJANA,60841-810,GASOLINA,2025-07-07,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO SANTA CECILIA LTDA,4487745000188,AVENIDA WASHINGTON SOARES,4600,0,CIDADE DOS FUNCIONÃRIOS,60830-641,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641002882,RUA ISRAEL BEZERRA,1155,0,DIONISIO TORRES,60135-460,GASOLINA,2025-07-07,6.57,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,SOUSA PETROLEO E SERVICOS LTDA,7041551000142,AVENIDA WASHINGTON SOARES,5501,,JOSE DE ALENCAR,60830-005,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,SOUZA COMÃRCIO DE PETRÃLEO E SERVIÃOS LTDA,4078953000123,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,GASOLINA,2025-07-07,6.37,,R$ / litro,RAIZEN
NE,CE,FORTALEZA,POSTO NOVO NORDESTE LTDA,5244793000108,RUA PADRE PEDRO DE ALENCAR,626,,MESSEJANA,60840-280,GASOLINA,2025-07-07,6.37,,R$ / litro,VIBRA
NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2486455000194,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA,2025-07-07,6.37,,R$ / litro,IPIRANGA
NE,CE,FORTALEZA,SOBRAL & PALACIO PETROLEO LTDA,7240641004664,AVENIDA DESEMBARGADOR MOREIRA,1621,1635,ALDEOTA,60170-001,GASOLINA,2025-07-07,6.57,,R$ / litro,VIBRA
NE,CE,ICO,COMERCIAL DE PETROLEO PARAIBANO LTDA,5483270000114,AVENIDA MONSENHOR FROTA,673,,NOVO CENTRO,63430-000,GASOLINA,2025-07-08,6.55,,R$ / litro,BRANCA
NE,CE,ICO,POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI,4931921000129,AVENIDA JOSEFA NOGUEIRA MONTEIRO,1681,TERREO,CENTRO,63430-000,GASOLINA,2025-07-08,6.65,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,1632155000294,AVENIDA MONSENHOR TABOSA,2771,,JULHO,62505-650,GASOLINA,2025-07-08,6.74,,R$ / litro,ALE
NE,CE,ITAPIPOCA,COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA,23463268000165,RUA JOSE DO PATROCINIO,1023,,COQUEIRO,62508-048,GASOLINA,2025-07-08,6.75,,R$ / litro,IPIRANGA
NE,CE,LIMOEIRO DO NORTE,NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,8077231000105,RUA SABINO ROBERTO DE FREITAS,2889,,CENTRO,62930-000,GASOLINA,2025-07-08,6.49,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL CHAVES DE COMBUSTIVEIS LTDA,5622375000107,RUA SABINO ROBERTO DE FREITAS,3851,,BOA FE,62930-000,GASOLINA,2025-07-08,6.37,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000230,AVENIDA DOM AURELIANO MATOS,2110,,CENTRO,62930-000,GASOLINA,2025-07-08,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,BEZERRA E FILHO LTDA,5267406000159,AVENIDA DOM AURELIANO MATOS,1751,CENTRO,CENTRO,62930-000,GASOLINA,2025-07-08,6.39,,R$ / litro,VIBRA
NE,CE,LIMOEIRO DO NORTE,GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,2479591000157,RUA CEL. ANTONIO JOAQUIM,1060,,CENTRO,62930-000,GASOLINA,2025-07-08,6.39,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA.,7356644000166,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA,2025-07-08,6.39,,R$ / litro,BRANCA
NE,CE,ITAPIPOCA,EMPRESA DE COMBUSTIVEL SAO CRISTOVAO II LTDA,10862658000166,RUA VICENTE SIEBRA,1747,,COQUEIRO,62500-000,GASOLINA,2025-07-08,6.75,,R$ / litro,SP
NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA,10404912000425,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA,2025-07-08,6.38,,R$ / litro,BRANCA
NE,CE,LIMOEIRO DO NORTE,AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA,7624321000459,RUA SABINO ROBERTO,3537,,CENTRO,62930-000,GASOLINA,2025-07-08,6.37,,R$ / litro,SP
NE,CE,ITAPIPOCA,POSTO LUAR DO SERTAO V LTDA,18484953000138,RUA FRANCISCA FEITOSA,1425,,LADEIRA,62508-745,GASOLINA,2025-07-08,6.74,,R$ / litro,IPIRANGA
